sale_id,sale_datetime,customer_id,store_id,payment_type,items_count,gross_amount,discount_header,tax,total_amount
649,2017-10-19 10:15:37,448,STORE-EA,Efectivo,3,699.63,3.14,58.94,512.32
650,2017-11-10 17:36:09,449,STORE-WE,Tarjeta,5,2123.78,2.05,191.49,1664.49
651,2017-07-08 15:02:05,450,STORE-WE,Tarjeta,1,145.9,1.17,18.81,163.54
652,2015-12-24 08:14:38,440,STORE-WE,Efectivo,2,1984.41,0.75,78.44,681.79
653,2017-03-07 13:58:39,451,STORE-EA,Efectivo,1,49.08,0.41,6.33,55.0
654,2014-04-01 11:51:08,28,STORE-WE,Tarjeta,2,50.96,0.74,5.97,51.92
655,2015-09-14 10:58:51,245,STORE-WE,Efectivo,1,912.75,12.68,117.01,1017.08
656,2014-08-04 13:03:01,105,STORE-WE,Tarjeta,6,2229.32,23.31,273.35,2376.07
657,2016-09-03 09:23:45,452,STORE-CE,Efectivo,1,209.88,0.15,10.89,94.69
658,2016-02-05 12:20:08,453,STORE-SO,QR,11,2075.51,8.6,268.7,2335.61
659,2017-07-03 19:35:44,454,STORE-SO,Tarjeta,1,11.94,0.03,1.24,10.76
660,2017-10-09 20:22:14,317,STORE-CE,Efectivo,2,1438.19,10.97,92.06,800.19
661,2016-11-24 10:24:19,397,STORE-EA,Tarjeta,4,127.96,2.15,15.8,137.31
662,2016-11-01 19:36:25,455,STORE-SO,Efectivo,2,273.59,1.24,35.41,307.76
663,2016-04-19 20:36:02,40,STORE-EA,Efectivo,2,866.21,0.71,81.1,704.97
664,2014-04-06 17:20:58,175,STORE-EA,Tarjeta,3,416.8,3.85,36.14,314.13
665,2016-09-02 11:40:36,31,STORE-EA,Efectivo,2,115.46,0.06,15.0,130.4
666,2016-09-25 13:47:04,456,STORE-WE,Efectivo,1,786.33,5.06,50.45,438.55
667,2017-11-04 11:22:20,450,STORE-CE,Efectivo,1,29.6,0.33,3.04,26.39
668,2016-07-09 10:40:56,64,STORE-EA,Efectivo,2,618.62,5.49,73.81,641.61
669,2014-06-30 11:15:44,457,STORE-EA,Efectivo,1,418.46,0.28,43.48,377.97
670,2017-01-28 19:00:03,458,STORE-WE,Tarjeta,2,277.71,4.21,35.55,309.05
671,2015-09-21 15:56:24,459,STORE-CE,Tarjeta,3,1384.25,20.95,140.6,1222.12
672,2015-09-26 20:55:36,460,STORE-WE,Efectivo,7,1616.8,19.93,133.14,1157.28
673,2015-10-31 20:54:02,461,STORE-WE,Tarjeta,4,491.58,1.33,62.45,542.82
674,2017-11-26 08:20:16,300,STORE-EA,Efectivo,1,367.92,1.41,28.51,247.85
675,2014-12-19 09:21:10,6,STORE-SO,Tarjeta,3,1979.89,15.35,255.39,2219.93
676,2016-12-26 10:46:04,225,STORE-WE,Efectivo,1,33.9,0.43,4.35,37.82
677,2017-06-20 15:45:01,462,STORE-EA,Efectivo,2,45.44,0.29,4.69,40.75
678,2015-10-15 18:10:38,33,STORE-CE,QR,2,3834.75,27.73,349.65,3039.23
679,2017-04-12 10:03:06,218,STORE-EA,Tarjeta,2,69.66,0.4,9.0,78.26
680,2017-12-19 19:35:46,463,STORE-WE,Tarjeta,1,45.84,0.02,4.76,41.41
681,2017-08-05 11:06:03,464,STORE-SO,Tarjeta,1,13.76,0.2,1.76,15.32
682,2015-10-01 10:03:23,465,STORE-WE,Efectivo,1,174.28,1.16,17.97,156.23
683,2016-05-23 08:27:05,108,STORE-CE,Efectivo,1,2474.91,2.69,257.04,2234.28
684,2017-06-13 12:52:42,175,STORE-CE,Tarjeta,3,937.76,2.73,88.44,768.73
685,2014-04-23 11:06:01,379,STORE-EA,Tarjeta,1,8.34,0.0,0.33,2.83
686,2015-05-01 10:40:18,81,STORE-WE,Efectivo,1,110.94,0.41,11.48,99.82
687,2015-07-19 20:25:30,466,STORE-WE,Tarjeta,1,6.75,0.02,0.26,2.27
688,2016-11-26 14:11:23,467,STORE-SO,Tarjeta,4,3236.41,22.61,417.79,3631.59
689,2017-06-12 15:16:14,468,STORE-SO,Efectivo,2,544.14,0.88,70.62,613.88
690,2015-08-17 12:36:03,465,STORE-EA,Efectivo,1,52.2,0.92,6.67,57.95
691,2016-09-25 09:42:22,469,STORE-CE,Efectivo,1,19.92,0.16,2.05,17.83
692,2014-05-04 16:26:48,5,STORE-EA,QR,1,27.46,0.46,3.51,30.51
693,2015-12-01 11:35:03,96,STORE-WE,Efectivo,1,69.28,0.44,7.15,62.13
694,2016-03-11 16:43:55,470,STORE-EA,Efectivo,1,348.58,0.74,31.63,274.9
695,2016-08-26 15:36:56,19,STORE-CE,Tarjeta,2,1663.86,0.17,153.99,1338.52
696,2016-12-16 14:57:54,471,STORE-EA,Tarjeta,1,3.68,0.05,0.47,4.1
697,2014-08-08 19:02:32,94,STORE-WE,Efectivo,2,271.69,2.71,27.9,242.55
698,2015-05-16 17:57:33,275,STORE-SO,QR,1,319.96,1.36,33.1,287.71
699,2017-12-09 17:43:39,461,STORE-CE,Efectivo,3,927.44,6.94,119.67,1040.17
700,2015-09-24 20:28:11,22,STORE-EA,Tarjeta,1,8.56,0.05,0.88,7.68
701,2017-07-11 10:02:27,472,STORE-WE,Efectivo,1,8.67,0.14,1.11,9.64
702,2015-12-01 18:27:12,393,STORE-CE,QR,1,16.72,0.1,0.86,7.45
703,2016-11-19 13:58:46,473,STORE-EA,Efectivo,2,39.42,0.18,4.53,39.34
704,2017-03-19 09:05:24,345,STORE-EA,Efectivo,1,28.91,0.11,3.74,32.54
705,2016-11-13 16:29:58,474,STORE-SO,Efectivo,1,65.17,0.94,6.66,57.86
706,2017-11-19 08:50:44,45,STORE-WE,Tarjeta,1,39.96,0.25,4.12,35.84
707,2016-12-02 17:33:50,178,STORE-WE,Efectivo,3,100.25,1.3,12.86,111.81
708,2017-08-25 14:09:09,387,STORE-SO,Tarjeta,2,16.44,0.12,1.69,14.72
709,2016-10-14 17:48:06,292,STORE-WE,Efectivo,1,177.0,1.58,22.8,198.22
710,2014-11-27 13:56:26,475,STORE-EA,Efectivo,1,3.76,0.07,0.48,4.17
711,2015-11-03 17:30:02,476,STORE-WE,Efectivo,3,1648.63,18.08,172.55,1499.89
712,2014-11-29 17:43:44,477,STORE-EA,Efectivo,1,6.3,0.08,0.64,5.6
713,2017-04-30 14:02:25,394,STORE-EA,Tarjeta,1,62.96,0.26,8.15,70.85
714,2017-11-24 19:30:58,478,STORE-EA,Efectivo,2,1091.76,2.22,127.52,1108.47
715,2017-10-30 13:52:50,479,STORE-WE,Efectivo,1,9.64,0.07,1.24,10.81
716,2014-12-17 12:19:17,168,STORE-SO,Tarjeta,1,40.05,0.09,5.19,45.15
717,2017-09-04 11:08:19,480,STORE-CE,Efectivo,3,50.12,0.75,5.11,44.45
718,2016-10-17 15:49:52,72,STORE-WE,Tarjeta,1,22.7,0.07,2.35,20.44
719,2017-11-12 13:17:46,160,STORE-CE,Efectivo,3,973.95,11.84,99.75,867.08
720,2016-11-24 18:05:12,402,STORE-WE,Efectivo,2,51.84,0.64,5.57,48.39
721,2015-08-01 19:31:48,481,STORE-WE,Efectivo,2,1262.94,6.04,130.74,1136.4
722,2017-12-24 20:10:04,482,STORE-EA,Efectivo,1,22.35,0.25,2.29,19.92
723,2016-09-17 19:32:25,474,STORE-SO,Efectivo,1,396.0,1.7,51.26,445.56
724,2017-12-10 20:54:33,61,STORE-CE,QR,1,34.5,0.41,4.43,38.52
725,2017-09-12 17:01:11,342,STORE-WE,Tarjeta,1,8.36,0.05,1.08,9.39
726,2017-06-24 11:56:53,469,STORE-WE,Efectivo,2,421.42,3.91,54.28,471.79
727,2017-08-18 11:53:03,155,STORE-CE,Efectivo,3,390.7,2.96,29.28,254.5
728,2017-12-11 13:45:12,483,STORE-EA,Efectivo,1,90.98,0.29,8.24,71.64
729,2017-12-10 12:23:52,267,STORE-WE,Tarjeta,1,1669.6,29.73,213.18,1853.05
730,2014-02-03 09:43:01,484,STORE-WE,Tarjeta,2,121.39,1.64,12.41,107.88
731,2017-02-11 11:23:31,101,STORE-WE,Tarjeta,1,26.67,0.09,2.76,24.01
732,2017-04-16 17:35:22,485,STORE-CE,Efectivo,1,20.65,0.01,2.15,18.66
733,2015-12-06 19:53:44,486,STORE-WE,Efectivo,5,947.14,0.19,98.48,855.99
734,2016-07-22 08:24:03,171,STORE-EA,Efectivo,2,19.76,0.26,2.02,17.57
735,2015-11-07 17:49:13,306,STORE-EA,Tarjeta,2,33.48,0.58,4.28,37.18
736,2015-03-26 18:14:43,297,STORE-SO,Efectivo,1,92.94,0.31,9.63,83.67
737,2017-08-31 12:41:26,224,STORE-WE,Efectivo,2,23.9,0.36,2.44,21.2
738,2016-12-04 08:55:49,226,STORE-EA,Efectivo,1,212.88,1.65,27.46,238.69
739,2017-02-10 18:11:38,487,STORE-WE,Efectivo,1,239.98,1.34,26.34,228.98
740,2016-10-29 20:19:45,488,STORE-EA,Efectivo,2,52.41,1.03,6.68,58.06
741,2017-09-15 13:29:16,489,STORE-EA,Tarjeta,4,1081.69,13.02,138.93,1207.6
742,2014-03-11 15:19:43,238,STORE-EA,Tarjeta,2,23.48,0.06,2.43,21.15
743,2014-02-04 16:42:53,490,STORE-WE,Efectivo,2,137.86,1.15,15.08,131.07
744,2014-12-31 13:35:41,332,STORE-EA,Tarjeta,1,1966.86,17.65,202.26,1758.1
745,2015-11-23 17:38:18,147,STORE-CE,Efectivo,3,572.78,2.21,49.96,434.24
746,2014-07-06 18:06:30,213,STORE-EA,Tarjeta,1,699.99,11.05,71.36,620.3
747,2017-11-13 13:17:40,468,STORE-CE,Tarjeta,1,46.62,0.16,1.19,10.35
748,2016-06-17 18:45:57,491,STORE-WE,Efectivo,1,111.96,0.56,14.48,125.88
749,2014-05-03 12:12:09,186,STORE-CE,Tarjeta,1,21.56,0.27,2.77,24.06
750,2017-10-16 14:42:20,492,STORE-SO,Efectivo,1,124.75,2.21,15.93,138.47
751,2015-02-06 10:46:01,101,STORE-WE,Efectivo,1,5.28,0.09,0.67,5.86
752,2017-09-04 14:25:24,493,STORE-EA,Efectivo,1,91.96,1.14,11.81,102.63
753,2016-05-09 11:21:46,494,STORE-EA,Efectivo,2,110.88,1.52,11.33,98.51
754,2015-03-16 11:43:34,189,STORE-WE,Tarjeta,1,171.96,3.26,21.93,190.63
755,2016-04-09 12:54:10,495,STORE-WE,Efectivo,1,44.19,0.66,4.51,39.2
756,2014-04-04 18:56:35,325,STORE-WE,Efectivo,1,18.9,0.11,2.44,21.23
757,2017-09-05 10:18:06,38,STORE-WE,Tarjeta,1,2.78,0.02,0.36,3.12
758,2017-06-30 19:51:35,496,STORE-EA,QR,1,1741.05,11.87,134.26,1167.02
759,2015-11-09 11:22:14,497,STORE-EA,QR,1,14.19,0.04,1.47,12.78
760,2014-03-04 12:26:50,53,STORE-SO,QR,1,354.9,0.38,46.09,400.61
761,2015-03-19 13:23:16,271,STORE-WE,Efectivo,1,566.97,1.95,58.71,510.34
762,2015-11-29 15:03:55,498,STORE-CE,Tarjeta,2,70.77,0.12,3.92,34.06
763,2017-06-11 17:37:39,232,STORE-WE,QR,1,122.97,1.04,15.85,137.78
764,2017-11-26 15:56:12,341,STORE-SO,Efectivo,1,12.84,0.23,1.64,14.25
765,2014-11-23 16:07:55,184,STORE-WE,Tarjeta,4,1283.53,1.58,134.63,1170.24
766,2014-12-15 10:12:21,499,STORE-CE,Tarjeta,2,1141.25,6.71,103.64,900.89
767,2016-04-22 13:55:45,500,STORE-CE,Efectivo,1,29.94,0.01,3.11,27.05
768,2016-05-23 20:05:31,400,STORE-SO,Efectivo,1,4.98,0.08,0.64,5.54
769,2016-02-27 18:11:20,298,STORE-EA,Tarjeta,1,170.88,3.07,21.82,189.63
770,2015-08-09 18:03:00,269,STORE-EA,Tarjeta,10,3945.21,20.45,437.47,3802.64
771,2016-05-12 17:48:10,501,STORE-SO,Efectivo,1,10.96,0.06,1.42,12.32
772,2016-04-15 18:27:25,502,STORE-CE,Efectivo,2,51.91,0.77,5.3,46.06
773,2015-06-23 16:12:46,503,STORE-WE,Tarjeta,1,251.96,3.58,25.74,223.73
774,2014-10-19 08:57:20,224,STORE-WE,QR,1,13.44,0.22,1.72,14.94
775,2015-03-24 18:46:15,504,STORE-CE,Tarjeta,1,512.94,1.47,46.49,404.08
776,2017-05-08 11:44:56,199,STORE-EA,Efectivo,1,68.56,0.88,6.12,53.23
777,2017-10-16 13:19:08,200,STORE-EA,Tarjeta,1,547.3,8.15,70.09,609.24
778,2017-11-19 14:32:37,493,STORE-CE,Tarjeta,4,193.36,1.89,17.79,154.6
779,2016-05-08 09:52:02,335,STORE-EA,Tarjeta,1,211.96,0.13,27.54,239.37
780,2016-12-11 12:29:46,223,STORE-SO,Efectivo,1,8.34,0.12,0.85,7.4
781,2017-11-30 17:33:21,251,STORE-EA,Efectivo,1,155.94,1.49,20.08,174.53
782,2016-04-19 14:56:43,124,STORE-WE,Tarjeta,6,170.3,0.04,20.34,176.82
783,2014-05-26 20:25:01,505,STORE-WE,Efectivo,3,698.92,0.99,74.78,650.02
784,2017-12-21 11:46:08,454,STORE-WE,Efectivo,1,1000.02,4.7,129.39,1124.71
785,2016-03-15 19:01:37,485,STORE-EA,Efectivo,1,104.97,1.46,10.73,93.25
786,2015-08-10 16:10:07,452,STORE-CE,Efectivo,3,74.94,0.87,9.63,83.7
787,2016-09-10 18:50:02,44,STORE-EA,Tarjeta,2,66.17,0.74,8.51,73.94
788,2017-07-08 08:38:03,506,STORE-WE,Efectivo,4,1063.9,5.72,136.81,1189.2
789,2015-12-19 08:44:07,507,STORE-WE,Efectivo,2,2110.8,27.3,248.89,2163.4
790,2015-11-16 14:28:24,179,STORE-EA,Efectivo,1,523.25,5.02,67.37,585.6
791,2015-09-24 19:09:13,508,STORE-SO,Efectivo,1,517.5,7.57,66.29,576.22
792,2017-06-21 18:40:00,239,STORE-EA,Tarjeta,2,159.92,0.18,7.67,66.67
793,2016-05-08 14:42:06,53,STORE-EA,QR,5,1387.93,1.45,144.16,1253.06
794,2014-11-26 14:53:57,509,STORE-WE,Efectivo,3,1403.71,15.23,144.01,1251.75
795,2016-05-26 15:12:38,510,STORE-EA,Efectivo,4,83.15,0.05,10.8,93.9
796,2014-11-29 11:22:45,511,STORE-CE,Efectivo,1,15.78,0.13,1.62,14.11
797,2015-03-19 14:18:10,93,STORE-WE,Tarjeta,3,4607.27,76.52,589.0,5119.75
798,2015-11-01 15:58:13,92,STORE-EA,Tarjeta,2,48.16,0.32,4.97,43.18
799,2015-09-26 13:15:00,228,STORE-EA,Tarjeta,2,480.17,3.25,21.29,185.03
800,2014-08-29 18:31:09,512,STORE-WE,QR,2,123.28,1.42,15.84,137.7
801,2017-11-18 12:41:14,513,STORE-WE,Tarjeta,5,411.66,0.36,53.19,462.38
802,2014-05-12 12:29:03,333,STORE-CE,Tarjeta,1,34.79,0.04,4.52,39.27
803,2017-01-20 13:51:43,514,STORE-WE,Efectivo,1,200.97,2.47,20.58,178.89
804,2017-10-30 09:54:48,515,STORE-WE,Efectivo,2,128.32,0.58,13.27,115.34
805,2017-04-30 08:00:54,426,STORE-EA,Efectivo,2,1175.62,3.89,89.39,776.98
806,2016-11-24 17:17:56,516,STORE-CE,Tarjeta,6,659.03,5.05,67.88,590.05
807,2015-01-10 13:11:07,463,STORE-EA,Efectivo,1,1696.84,16.33,130.23,1132.0
808,2017-10-19 14:29:17,503,STORE-CE,Efectivo,1,20.85,0.01,2.17,18.84
809,2016-03-22 20:26:41,517,STORE-WE,Tarjeta,1,58.58,0.32,7.57,65.83
810,2017-07-03 20:10:07,362,STORE-CE,Efectivo,1,209.96,2.93,21.46,186.5
811,2015-12-11 10:06:26,518,STORE-SO,Tarjeta,1,196.62,0.92,25.44,221.14
812,2015-09-17 17:30:51,246,STORE-CE,Efectivo,2,87.78,0.26,3.68,31.95
813,2016-05-18 20:22:39,519,STORE-WE,Efectivo,2,122.22,0.0,15.89,138.11
814,2014-09-07 08:55:43,116,STORE-EA,Efectivo,4,1519.71,7.01,69.17,601.23
815,2016-09-29 09:56:26,520,STORE-WE,Tarjeta,1,18.97,0.33,2.42,21.06
816,2016-11-07 15:02:04,119,STORE-WE,Efectivo,1,14.82,0.25,1.89,16.46
817,2017-04-24 18:20:00,461,STORE-EA,Tarjeta,3,153.12,0.94,13.92,120.97
818,2017-12-10 18:33:49,498,STORE-EA,Tarjeta,2,401.56,6.12,40.97,356.1
819,2014-08-16 19:36:46,60,STORE-EA,Efectivo,1,1421.82,8.34,109.82,954.57
820,2017-12-09 16:33:44,521,STORE-CE,Efectivo,2,43.85,0.2,5.67,49.32
821,2016-03-14 15:22:42,522,STORE-EA,Efectivo,1,27.35,0.37,2.8,24.31
822,2016-06-26 18:24:09,438,STORE-CE,Tarjeta,1,17.02,0.01,1.77,15.38
823,2015-09-25 16:57:39,286,STORE-EA,Tarjeta,3,183.4,1.34,23.67,205.73
824,2015-12-27 08:00:41,152,STORE-WE,Efectivo,2,128.52,1.54,16.51,143.49
825,2014-06-03 16:54:30,57,STORE-WE,Tarjeta,1,515.88,4.71,66.45,577.62
826,2015-07-13 15:55:10,445,STORE-EA,Tarjeta,3,2170.32,18.45,251.47,2185.83
827,2014-02-02 12:03:32,523,STORE-WE,Efectivo,1,12.35,0.04,1.6,13.91
828,2016-03-08 11:35:41,311,STORE-WE,QR,1,32.34,0.13,1.24,10.81
829,2015-11-22 14:25:52,6,STORE-EA,Efectivo,1,38.7,0.09,1.5,13.02
830,2017-10-30 15:05:54,524,STORE-WE,Efectivo,6,2048.89,21.97,256.33,2228.13
831,2015-01-30 13:07:31,188,STORE-CE,Efectivo,1,17.88,0.04,1.85,16.11
832,2017-09-08 19:41:01,515,STORE-CE,Tarjeta,1,1531.25,11.26,98.07,852.44
833,2017-10-07 14:26:02,291,STORE-WE,Efectivo,1,361.96,2.13,39.72,345.26
834,2016-04-30 16:35:00,253,STORE-EA,Efectivo,1,9.64,0.03,1.0,8.68
835,2016-05-19 09:50:38,203,STORE-EA,Efectivo,5,833.16,6.6,105.9,920.52
836,2015-12-20 18:19:56,45,STORE-CE,Efectivo,3,1032.88,7.25,99.81,867.57
837,2015-12-19 18:42:29,272,STORE-EA,Tarjeta,3,658.42,3.66,68.0,591.07
838,2017-04-29 13:35:49,525,STORE-EA,Tarjeta,1,1747.25,6.13,135.49,1177.71
839,2016-02-07 17:38:30,245,STORE-SO,QR,2,107.83,1.76,13.79,119.86
840,2014-09-28 18:23:45,471,STORE-SO,Efectivo,2,133.68,1.61,13.69,119.03
841,2016-07-10 15:07:06,110,STORE-CE,Efectivo,2,615.35,4.87,63.36,550.77
842,2017-07-29 18:14:00,166,STORE-SO,Tarjeta,3,76.52,0.66,7.87,68.43
843,2015-09-03 13:22:53,107,STORE-WE,Efectivo,3,178.79,1.29,23.07,200.57
844,2014-08-09 19:06:02,526,STORE-WE,Efectivo,1,20.88,0.18,2.69,23.39
845,2017-10-30 15:08:52,499,STORE-EA,Efectivo,4,601.84,5.8,61.84,537.52
846,2014-06-06 19:47:46,299,STORE-EA,Tarjeta,1,13.36,0.24,1.71,14.83
847,2016-08-13 14:06:16,192,STORE-SO,Tarjeta,2,50.28,0.14,2.78,24.14
848,2014-04-25 11:29:52,527,STORE-CE,Efectivo,2,20.76,0.12,2.14,18.63
849,2015-11-22 11:45:21,247,STORE-CE,Efectivo,1,295.66,1.93,26.65,231.68
850,2017-10-14 18:53:43,528,STORE-WE,Tarjeta,1,9.46,0.14,1.21,10.53
851,2017-12-02 17:07:49,101,STORE-WE,Tarjeta,3,678.1,11.69,86.63,753.04
852,2015-12-08 15:42:37,500,STORE-CE,Tarjeta,2,2598.89,6.83,269.4,2341.68
853,2015-07-13 10:31:00,360,STORE-CE,Tarjeta,1,207.84,0.04,5.4,46.93
854,2014-05-11 17:30:59,529,STORE-CE,Efectivo,1,58.58,0.47,6.03,52.42
855,2014-01-05 16:49:58,470,STORE-EA,Efectivo,1,24.42,0.34,2.5,21.7
856,2015-09-05 19:37:11,152,STORE-WE,Efectivo,3,864.8,9.17,94.13,818.24
857,2016-08-04 17:56:20,530,STORE-SO,Efectivo,4,158.81,1.9,20.4,177.31
858,2014-03-22 14:21:18,531,STORE-SO,Efectivo,2,197.03,0.64,7.6,66.07
859,2017-03-02 15:51:08,35,STORE-CE,Efectivo,2,69.83,0.32,2.45,21.33
860,2016-11-27 10:26:38,56,STORE-CE,Tarjeta,2,200.48,0.51,20.78,180.65
861,2014-04-28 19:32:19,502,STORE-EA,Efectivo,4,526.96,8.42,67.41,585.95
862,2015-11-24 13:45:47,25,STORE-WE,Efectivo,2,383.61,1.07,49.73,432.27
863,2016-11-11 16:40:13,421,STORE-EA,Efectivo,2,143.33,2.34,18.33,159.32
864,2015-07-09 11:39:45,119,STORE-EA,Efectivo,2,129.52,0.53,16.77,145.76
865,2017-09-22 19:41:11,532,STORE-CE,Efectivo,4,438.01,6.07,56.15,488.09
866,2015-02-15 16:30:37,533,STORE-CE,Efectivo,3,974.9,1.59,126.53,1099.84
867,2014-09-30 18:45:26,155,STORE-EA,Efectivo,1,48.94,0.41,6.31,54.84
868,2014-12-01 19:57:53,262,STORE-CE,Tarjeta,2,2854.48,6.39,370.25,3218.34
869,2014-12-08 16:06:01,534,STORE-CE,Efectivo,1,75.52,0.61,7.78,67.59
870,2016-09-05 11:17:48,535,STORE-CE,Efectivo,1,107.94,0.09,14.02,121.87
871,2017-08-27 20:10:18,281,STORE-EA,Tarjeta,3,458.07,0.93,58.23,506.12
872,2016-07-07 12:09:53,529,STORE-WE,Efectivo,1,215.65,0.02,28.03,243.66
873,2016-08-08 11:48:34,536,STORE-CE,Tarjeta,2,81.4,1.22,8.31,72.21
874,2016-11-13 13:52:28,217,STORE-WE,Efectivo,1,4.18,0.06,0.54,4.66
875,2017-09-22 09:39:55,351,STORE-EA,Tarjeta,3,5948.34,15.64,615.38,5349.07
876,2016-12-25 19:35:55,137,STORE-WE,Tarjeta,3,3519.53,13.04,372.12,3234.62
877,2016-02-11 19:42:03,537,STORE-CE,Tarjeta,1,69.93,0.99,8.96,77.9
878,2016-10-23 14:26:50,97,STORE-CE,Efectivo,2,108.91,0.48,9.17,79.67
879,2014-06-09 13:35:03,384,STORE-SO,Tarjeta,1,1441.3,3.37,186.93,1624.86
880,2017-11-20 17:55:49,538,STORE-EA,Efectivo,2,102.82,1.2,10.54,91.6
881,2015-09-14 15:53:14,408,STORE-WE,Efectivo,1,212.67,2.71,21.77,189.2
882,2015-06-04 19:45:41,329,STORE-WE,QR,2,16.64,0.18,2.14,18.6
883,2015-12-13 20:37:34,431,STORE-WE,Tarjeta,1,9.96,0.08,1.28,11.16
884,2014-05-25 12:28:11,539,STORE-CE,Efectivo,2,451.3,1.38,13.46,117.0
885,2016-02-16 10:11:47,106,STORE-CE,Efectivo,4,565.46,1.31,21.56,187.43
886,2016-12-22 14:02:27,194,STORE-WE,Efectivo,3,147.68,0.76,8.47,73.65
887,2016-02-08 12:00:21,540,STORE-SO,Tarjeta,1,1409.97,16.92,144.44,1255.5
888,2015-07-13 08:09:59,541,STORE-SO,Tarjeta,1,38.88,0.53,4.99,43.34
889,2014-05-18 17:03:49,95,STORE-EA,Efectivo,1,1299.66,15.41,99.37,863.76
890,2017-10-21 17:53:42,360,STORE-CE,QR,2,1702.03,7.69,220.26,1914.6
891,2015-11-05 12:31:50,335,STORE-SO,Efectivo,1,258.75,2.67,26.56,230.89
892,2017-08-01 16:22:04,443,STORE-CE,Efectivo,2,2445.33,4.6,191.32,1662.99
893,2014-06-21 19:20:33,529,STORE-EA,Tarjeta,1,21.4,0.3,2.74,23.84
894,2017-02-19 11:11:33,469,STORE-SO,Tarjeta,1,1245.86,18.77,159.52,1386.61
895,2014-08-01 14:34:34,542,STORE-SO,Efectivo,4,253.62,2.91,26.0,225.98
896,2016-07-18 18:21:21,543,STORE-SO,Efectivo,1,140.81,2.52,17.98,156.27
897,2015-02-09 13:18:13,136,STORE-CE,Tarjeta,2,152.08,1.57,10.31,89.62
898,2017-07-29 09:42:22,544,STORE-WE,Efectivo,1,90.57,1.45,11.59,100.71
899,2017-01-12 15:15:57,527,STORE-EA,Tarjeta,2,77.76,0.77,10.01,87.0
900,2017-09-10 17:58:39,396,STORE-WE,QR,2,461.92,6.77,47.16,409.92
901,2015-07-20 08:43:56,344,STORE-CE,Tarjeta,6,1238.33,17.21,158.75,1379.87
902,2014-06-13 09:24:16,525,STORE-WE,Efectivo,1,14.52,0.09,1.88,16.31
903,2017-05-12 16:46:18,142,STORE-CE,Tarjeta,2,331.1,2.45,20.76,180.47
904,2015-09-03 16:52:49,81,STORE-EA,Tarjeta,2,238.11,1.44,30.77,267.44
905,2017-03-26 20:32:28,307,STORE-EA,Tarjeta,2,441.92,1.58,48.87,424.82
906,2014-11-12 15:02:18,168,STORE-CE,QR,1,62.04,0.63,6.37,55.37
907,2016-10-13 09:10:49,545,STORE-WE,Efectivo,2,1486.1,14.32,95.95,834.04
908,2017-11-12 08:40:04,244,STORE-EA,QR,1,617.97,1.42,48.02,417.38
909,2017-04-15 11:42:40,341,STORE-WE,Tarjeta,1,196.45,0.06,25.53,221.92
910,2015-06-25 11:55:43,540,STORE-EA,Efectivo,2,136.7,0.65,14.13,122.84
911,2016-08-26 09:13:34,231,STORE-WE,Tarjeta,1,6.48,0.03,0.84,7.29
912,2014-07-21 19:43:09,546,STORE-WE,Efectivo,3,1442.22,19.43,150.04,1304.23
913,2017-11-21 08:11:50,547,STORE-WE,Efectivo,1,70.98,0.97,9.1,79.11
914,2014-06-04 12:35:04,89,STORE-EA,Efectivo,1,20.28,0.02,2.11,18.31
915,2016-03-10 17:52:14,171,STORE-EA,Efectivo,1,220.98,1.6,22.77,197.95
916,2017-03-25 18:25:27,548,STORE-CE,Efectivo,1,587.97,1.12,61.0,530.26
917,2017-12-29 13:01:24,507,STORE-WE,Efectivo,2,869.93,13.15,88.76,771.56
918,2017-03-28 18:07:34,317,STORE-SO,Efectivo,1,229.14,0.91,8.82,76.65
919,2015-03-05 18:46:39,167,STORE-EA,QR,3,1018.97,0.21,126.9,1103.04
920,2016-11-13 09:48:47,255,STORE-EA,Efectivo,1,271.32,2.59,27.88,242.35
921,2017-01-19 08:44:54,298,STORE-CE,Tarjeta,1,7.5,0.04,0.77,6.73
922,2016-04-22 13:59:32,39,STORE-WE,Tarjeta,1,31.56,0.24,4.07,35.39
923,2014-05-13 09:18:50,383,STORE-SO,Tarjeta,2,1336.72,2.46,52.39,455.38
924,2014-10-21 18:19:38,15,STORE-EA,Tarjeta,2,834.89,6.58,68.22,593.02
925,2014-03-14 09:18:48,159,STORE-WE,Efectivo,2,13.94,0.26,1.78,15.46
926,2017-12-22 14:25:52,188,STORE-SO,Tarjeta,1,9.78,0.1,1.0,8.72
927,2016-11-24 08:30:10,264,STORE-WE,Efectivo,1,30.98,0.29,3.18,27.67
928,2017-12-02 20:51:54,549,STORE-SO,Tarjeta,1,34.65,0.47,4.44,38.62
929,2015-12-31 16:18:40,124,STORE-WE,Efectivo,1,609.98,9.54,62.2,540.64
930,2017-10-03 08:35:55,550,STORE-CE,Tarjeta,1,1793.98,17.94,230.89,2006.93
931,2014-08-29 10:07:02,363,STORE-SO,Tarjeta,3,2037.65,4.98,91.53,795.6
932,2016-06-29 17:38:25,477,STORE-SO,Tarjeta,1,191.88,0.98,24.82,215.72
933,2016-08-20 16:05:19,109,STORE-CE,Tarjeta,1,14.78,0.14,1.9,16.54
934,2017-10-21 11:47:47,461,STORE-WE,Tarjeta,3,640.08,8.17,65.51,569.4
935,2017-10-21 10:10:11,551,STORE-CE,Tarjeta,1,909.12,13.69,116.41,1011.84
