product_id,name,category,subcategory,unit_price,unit_cost,supplier_code,stock,created_at,active
445,GBC Standard Therm-A-Bind Covers,Office Supplies,Binders,24.92,17.44,SUP-OFF,136,2016-05-30,1
446,Global Troy Executive Leather Low-Back Tilter,Furniture,Chairs,500.98,350.69,SUP-FUR,89,2016-05-30,1
447,Storex Flexible Poly Binders with Double Pockets,Office Supplies,Binders,2.64,1.85,SUP-OFF,311,2016-05-30,1
448,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,Paper,40.99,28.69,SUP-OFF,374,2016-05-30,1
449,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,Art,2.74,1.92,SUP-OFF,149,2015-03-16,1
450,Newell 344,Office Supplies,Art,2.78,1.95,SUP-OFF,181,2015-03-16,1
451,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Binders,1270.99,889.69,SUP-OFF,151,2015-03-16,1
452,Executive Impressions Supervisor Wall Clock,Furniture,Furnishings,42.1,29.47,SUP-FUR,138,2017-11-26,1
453,SanDisk Cruzer 32 GB USB Flash Drive,Technology,Accessories,19.02,13.31,SUP-TEC,302,2017-11-26,1
454,Newell 327,Office Supplies,Art,2.21,1.55,SUP-OFF,439,2017-12-21,1
455,Newell 317,Office Supplies,Art,2.94,2.06,SUP-OFF,215,2017-12-21,1
456,Canon Image Class D660 Copier,Technology,Copiers,599.99,419.99,SUP-TEC,492,2017-01-22,1
457,Advantus Rolling Storage Box,Office Supplies,Storage,17.15,12.0,SUP-OFF,275,2017-01-22,1
458,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper,5.98,4.19,SUP-OFF,84,2017-01-22,1
459,Tennsco Single-Tier Lockers,Office Supplies,Storage,375.34,262.74,SUP-OFF,290,2017-01-22,1
460,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage,80.98,56.69,SUP-OFF,309,2015-03-22,1
461,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,Binders,7.84,5.49,SUP-OFF,87,2015-03-22,1
462,Motorola HK250 Universal Bluetooth Headset,Technology,Phones,22.99,16.09,SUP-TEC,196,2016-05-21,1
463,Staples,Office Supplies,Fasteners,4.44,3.11,SUP-OFF,487,2015-12-26,1
464,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,284.98,199.49,SUP-FUR,333,2017-10-21,1
465,Eldon Gobal File Keepers,Office Supplies,Storage,15.14,10.6,SUP-OFF,359,2015-09-03,1
466,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Supplies,832.81,582.97,SUP-OFF,478,2015-09-03,1
467,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,Envelopes,10.94,7.66,SUP-OFF,225,2015-09-03,1
468,Safco Contoured Stacking Chairs,Furniture,Chairs,238.4,166.88,SUP-FUR,415,2015-11-07,1
469,Tenex Chairmats For Use With Carpeted Floors,Furniture,Furnishings,15.98,11.19,SUP-FUR,274,2017-09-07,1
470,Panasonic KX-TG9471B,Technology,Phones,195.99,137.19,SUP-TEC,194,2016-05-29,1
471,Sterilite Officeware Hinged File Box,Office Supplies,Storage,10.48,7.34,SUP-OFF,454,2016-07-10,1
472,"Premier Elliptical Ring Binder, Black",Office Supplies,Binders,30.44,21.31,SUP-OFF,195,2017-09-03,1
473,Cardinal Poly Pocket Divider Pockets for Ring Binders,Office Supplies,Binders,3.36,2.35,SUP-OFF,348,2015-12-03,1
474,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Appliances,50.98,35.69,SUP-OFF,229,2015-12-07,1
475,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,70.98,49.69,SUP-FUR,93,2015-12-07,1
476,Enermax Aurora Lite Keyboard,Technology,Accessories,78.15,54.7,SUP-TEC,208,2014-02-01,1
477,LG Electronics Tone+ HBS-730 Bluetooth Headset,Technology,Phones,59.51,41.66,SUP-TEC,474,2016-07-14,1
478,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories,36.32,25.42,SUP-TEC,235,2014-05-11,1
479,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Technology,Phones,125.99,88.19,SUP-TEC,224,2014-05-11,1
480,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Furnishings,41.32,28.92,SUP-FUR,442,2014-05-11,1
481,Avery Printable Repositionable Plastic Tabs,Office Supplies,Binders,8.6,6.02,SUP-OFF,298,2017-11-19,1
482,Xerox 1898,Office Supplies,Paper,6.68,4.68,SUP-OFF,482,2017-11-19,1
483,Staple remover,Office Supplies,Supplies,2.18,1.53,SUP-OFF,444,2015-11-15,1
484,HON 5400 Series Task Chairs for Big and Tall,Furniture,Chairs,700.98,490.69,SUP-FUR,326,2016-04-15,1
485,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,Furnishings,43.13,30.19,SUP-FUR,128,2017-09-11,1
486,Advantus T-Pin Paper Clips,Office Supplies,Fasteners,4.51,3.16,SUP-OFF,404,2017-11-24,1
487,Tennsco 16-Compartment Lockers with Coat Rack,Office Supplies,Storage,647.89,453.52,SUP-OFF,418,2017-06-29,1
488,Zebra Zazzle Fluorescent Highlighters,Office Supplies,Art,6.08,4.26,SUP-OFF,195,2014-03-03,1
489,Avery 473,Office Supplies,Labels,10.35,7.24,SUP-OFF,290,2016-06-10,1
490,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,Furniture,Tables,417.4,292.18,SUP-FUR,194,2016-06-10,1
491,Xerox 226,Office Supplies,Paper,6.48,4.54,SUP-OFF,448,2016-06-10,1
492,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders,15.01,10.51,SUP-OFF,460,2017-11-20,1
493,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",Office Supplies,Appliances,3.25,2.27,SUP-OFF,359,2014-09-14,1
494,Advantus Panel Wall Acrylic Frame,Furniture,Furnishings,5.47,3.83,SUP-FUR,240,2014-09-14,1
495,"Alliance Big Bands Rubber Bands, 12/Pack",Office Supplies,Fasteners,1.98,1.39,SUP-OFF,333,2015-12-07,1
496,Cisco SPA301,Technology,Phones,155.99,109.19,SUP-TEC,440,2017-12-07,1
497,Personal Creations Ink Jet Cards and Labels,Office Supplies,Paper,11.48,8.04,SUP-OFF,96,2017-10-01,1
498,"GBC White Gloss Covers, Plain Front",Office Supplies,Binders,14.48,10.14,SUP-OFF,252,2017-10-01,1
499,Xerox 222,Office Supplies,Paper,6.48,4.54,SUP-OFF,307,2017-10-01,1
500,Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,187.98,131.59,SUP-FUR,241,2017-10-01,1
501,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Technology,Phones,4.95,3.46,SUP-TEC,213,2017-12-28,1
502,Newell 332,Office Supplies,Art,2.94,2.06,SUP-OFF,100,2016-11-03,1
503,Rediform S.O.S. Phone Message Books,Office Supplies,Paper,4.98,3.49,SUP-OFF,279,2015-09-18,1
504,Acme Value Line Scissors,Office Supplies,Supplies,3.65,2.55,SUP-OFF,365,2015-09-18,1
505,"Contract Clock, 14"", Brown",Furniture,Furnishings,21.98,15.39,SUP-FUR,126,2017-07-20,1
506,Martin-Yale Premier Letter Opener,Office Supplies,Supplies,12.88,9.02,SUP-OFF,330,2015-09-10,1
507,AT&T SB67148 SynJ,Technology,Phones,65.99,46.19,SUP-TEC,82,2017-12-01,1
508,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,Binders,3.23,2.26,SUP-OFF,106,2017-12-01,1
509,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,Labels,98.31,68.82,SUP-OFF,173,2015-07-03,1
510,i.Sound Portable Power - 8000 mAh,Technology,Phones,52.99,37.09,SUP-TEC,417,2016-03-20,1
511,Xerox 225,Office Supplies,Paper,6.48,4.54,SUP-OFF,342,2016-03-20,1
512,Xerox 1894,Office Supplies,Paper,6.48,4.54,SUP-OFF,263,2016-03-20,1
513,Newell 312,Office Supplies,Art,5.84,4.09,SUP-OFF,145,2014-01-09,1
514,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,38.06,26.64,SUP-OFF,309,2014-08-08,1
515,Dana Halogen Swing-Arm Architect Lamp,Furniture,Furnishings,40.97,28.68,SUP-FUR,241,2014-08-08,1
516,Acme Stainless Steel Office Snips,Office Supplies,Supplies,7.27,5.09,SUP-OFF,179,2016-07-14,1
517,Mophie Juice Pack Helium for iPhone,Technology,Phones,79.99,55.99,SUP-TEC,386,2016-07-16,1
518,GE 2-Jack Phone Line Splitter,Technology,Phones,205.99,144.19,SUP-TEC,329,2016-07-16,1
519,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,178.47,124.93,SUP-OFF,223,2014-03-15,1
520,Xerox 1889,Office Supplies,Paper,54.96,38.47,SUP-OFF,143,2014-03-15,1
521,Angle-D Ring Binders,Office Supplies,Binders,5.47,3.83,SUP-OFF,465,2014-05-23,1
522,Motorola L804,Technology,Phones,45.99,32.19,SUP-TEC,72,2014-05-23,1
523,Avery 493,Office Supplies,Labels,4.91,3.44,SUP-OFF,467,2016-04-28,1
524,Xerox 1972,Office Supplies,Paper,5.28,3.7,SUP-OFF,328,2016-09-11,1
525,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Phones,134.99,94.49,SUP-TEC,449,2016-09-11,1
526,Prestige Round Ring Binders,Office Supplies,Binders,6.08,4.26,SUP-OFF,254,2017-11-14,1
527,"DAX Metal Frame, Desktop, Stepped-Edge",Furniture,Furnishings,20.24,14.17,SUP-FUR,430,2017-08-18,1
528,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,4.97,3.48,SUP-FUR,238,2017-08-18,1
529,Recycled Easel Ring Binders,Office Supplies,Binders,14.92,10.44,SUP-OFF,458,2017-08-18,1
530,Grandstream GXP1160 VoIP phone,Technology,Phones,37.91,26.54,SUP-TEC,315,2017-08-18,1
531,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders,8.69,6.08,SUP-OFF,186,2014-12-26,1
532,"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,150.98,105.69,SUP-FUR,142,2015-11-29,1
533,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Office Supplies,Appliances,123.38,86.37,SUP-OFF,206,2015-11-29,1
534,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Office Supplies,Storage,130.87,91.61,SUP-OFF,278,2015-11-29,1
535,"Master Caster Door Stop, Brown",Furniture,Furnishings,5.08,3.56,SUP-FUR,358,2017-09-15,1
536,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Appliances,48.58,34.01,SUP-OFF,422,2017-05-19,1
537,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,Binders,3.81,2.67,SUP-OFF,79,2017-12-17,1
538,Tennsco Regal Shelving Units,Office Supplies,Storage,101.41,70.99,SUP-OFF,257,2016-12-11,1
539,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Technology,Accessories,29.95,20.96,SUP-TEC,361,2016-12-11,1
540,Jabra SPEAK 410,Technology,Phones,93.99,65.79,SUP-TEC,397,2016-12-11,1
541,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Technology,Accessories,7.45,5.21,SUP-TEC,450,2017-09-24,1
542,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Chairs,130.98,91.69,SUP-FUR,84,2015-10-04,1
543,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders,20.98,14.69,SUP-OFF,66,2016-08-15,1
544,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,Appliances,50.97,35.68,SUP-OFF,89,2016-08-15,1
545,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,4.82,3.37,SUP-OFF,237,2016-05-20,1
546,Eldon 200 Class Desk Accessories,Furniture,Furnishings,6.28,4.4,SUP-FUR,253,2016-12-18,1
547,Economy Rollaway Files,Office Supplies,Storage,165.2,115.64,SUP-OFF,145,2017-07-30,1
548,Avery 480,Office Supplies,Labels,3.75,2.62,SUP-OFF,183,2017-07-30,1
549,Xerox 1993,Office Supplies,Paper,6.48,4.54,SUP-OFF,301,2017-07-21,1
550,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,Appliances,104.65,73.25,SUP-OFF,486,2017-12-30,1
551,Staples,Office Supplies,Fasteners,7.89,5.52,SUP-OFF,482,2016-04-01,1
552,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Appliances,18.84,13.19,SUP-OFF,413,2016-04-01,1
553,First Data FD10 PIN Pad,Technology,Accessories,79.0,55.3,SUP-TEC,414,2016-12-11,1
554,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,12.89,9.02,SUP-TEC,454,2017-06-19,1
555,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies,Appliances,70.97,49.68,SUP-OFF,302,2016-08-22,1
556,Avery Durable Poly Binders,Office Supplies,Binders,5.53,3.87,SUP-OFF,332,2016-08-22,1
557,Airmail Envelopes,Office Supplies,Envelopes,83.93,58.75,SUP-OFF,116,2016-08-22,1
558,Space Solutions Commercial Steel Shelving,Office Supplies,Storage,64.65,45.26,SUP-OFF,259,2015-08-24,1
559,Acme Tagit Stainless Steel Antibacterial Scissors,Office Supplies,Supplies,9.9,6.93,SUP-OFF,226,2017-06-08,1
560,ClearOne Communications CHAT 70 OC Speaker Phone,Technology,Phones,158.99,111.29,SUP-TEC,116,2017-06-08,1
561,"Master Giant Foot Doorstop, Safety Yellow",Furniture,Furnishings,7.59,5.31,SUP-FUR,271,2014-12-24,1
562,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,19.98,13.99,SUP-FUR,132,2017-06-09,1
563,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Tables,217.85,152.49,SUP-FUR,165,2017-06-09,1
564,Newell 331,Office Supplies,Art,4.89,3.42,SUP-OFF,227,2017-06-15,1
565,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,Appliances,20.48,14.34,SUP-OFF,483,2017-12-05,1
566,"Southworth 100% Résumé Paper, 24lb.",Office Supplies,Paper,7.78,5.45,SUP-OFF,370,2017-12-05,1
567,Hoover Portapower Portable Vacuum,Office Supplies,Appliances,4.48,3.14,SUP-OFF,205,2017-03-18,1
568,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Technology,Accessories,11.59,8.11,SUP-TEC,137,2017-03-18,1
569,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Furniture,Furnishings,68.77,48.14,SUP-FUR,387,2017-03-18,1
570,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,304.99,213.49,SUP-OFF,369,2017-03-18,1
571,Avery Hanging File Binders,Office Supplies,Binders,5.98,4.19,SUP-OFF,418,2016-11-19,1
572,Fellowes Neat Ideas Storage Cubes,Office Supplies,Storage,32.48,22.74,SUP-OFF,64,2016-11-19,1
573,Cubify CubeX 3D Printer Triple Head Print,Technology,Machines,3999.99,2799.99,SUP-TEC,91,2017-11-04,1
574,Avery 516,Office Supplies,Labels,7.31,5.12,SUP-OFF,329,2014-07-05,1
575,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,119.99,83.99,SUP-FUR,198,2017-12-25,1
576,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,Furnishings,104.01,72.81,SUP-FUR,402,2014-06-21,1
577,Recycled Eldon Regeneration Jumbo File,Office Supplies,Storage,12.28,8.6,SUP-OFF,224,2014-06-21,1
578,Imation Bio 8GB USB Flash Drive Imation Corp,Technology,Accessories,166.24,116.37,SUP-TEC,360,2015-03-28,1
579,Xerox 1977,Office Supplies,Paper,6.68,4.68,SUP-OFF,254,2015-03-28,1
580,Avery 490,Office Supplies,Labels,14.8,10.36,SUP-OFF,173,2015-05-14,1
581,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,Labels,30.53,21.37,SUP-OFF,288,2015-05-14,1
582,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,Art,3.37,2.36,SUP-OFF,112,2015-05-14,1
583,GBC Linen Binding Covers,Office Supplies,Binders,30.98,21.69,SUP-OFF,186,2015-05-14,1
584,"Tenex ""The Solids"" Textured Chair Mats",Furniture,Furnishings,69.96,48.97,SUP-FUR,99,2016-11-04,1
585,Laminate Occasional Tables,Furniture,Tables,154.13,107.89,SUP-FUR,492,2015-04-09,1
586,Xerox 220,Office Supplies,Paper,6.48,4.54,SUP-OFF,419,2014-09-12,1
587,Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,Appliances,41.71,29.2,SUP-OFF,305,2014-09-12,1
588,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases,220.98,154.69,SUP-FUR,173,2014-12-02,1
589,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,Envelopes,7.64,5.35,SUP-OFF,355,2017-09-03,1
590,Bionaire Personal Warm Mist Humidifier/Vaporizer,Office Supplies,Appliances,46.89,32.82,SUP-OFF,185,2017-05-19,1
591,Logitech Wireless Performance Mouse MX for PC and Mac,Technology,Accessories,99.99,69.99,SUP-TEC,341,2017-05-19,1
592,Cardinal Holdit Business Card Pockets,Office Supplies,Binders,4.98,3.49,SUP-OFF,337,2014-07-01,1
593,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,Furnishings,42.94,30.06,SUP-FUR,193,2017-09-24,1
594,Tops Green Bar Computer Printout Paper,Office Supplies,Paper,48.94,34.26,SUP-OFF,223,2016-02-13,1
595,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Tables,550.98,385.69,SUP-FUR,306,2016-12-15,1
596,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Office Supplies,Storage,98.79,69.15,SUP-OFF,120,2016-12-15,1
597,"Seth Thomas 16"" Steel Case Clock",Furniture,Furnishings,32.48,22.74,SUP-FUR,415,2014-10-07,1
598,Acme Softgrip Scissors,Office Supplies,Supplies,8.14,5.7,SUP-OFF,313,2016-07-07,1
599,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Office Supplies,Envelopes,10.98,7.69,SUP-OFF,365,2017-09-16,1
600,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Technology,Phones,69.99,48.99,SUP-TEC,412,2017-09-16,1
601,Xerox 1964,Office Supplies,Paper,22.84,15.99,SUP-OFF,338,2016-12-03,1
602,"Bevis Traditional Conference Table Top, Plinth Base",Furniture,Tables,333.36,233.35,SUP-FUR,106,2016-12-03,1
603,"Personal Folder Holder, Ebony",Office Supplies,Storage,11.21,7.85,SUP-OFF,263,2016-12-03,1
604,Logitech Illuminated - Keyboard,Technology,Accessories,59.99,41.99,SUP-TEC,185,2017-01-21,1
605,O'Sullivan Cherrywood Estates Traditional Bookcase,Furniture,Bookcases,84.98,59.49,SUP-FUR,385,2017-01-21,1
606,Acco Translucent Poly Ring Binders,Office Supplies,Binders,4.68,3.28,SUP-OFF,450,2017-01-21,1
607,Logitech Wireless Touch Keyboard K400,Technology,Accessories,24.99,17.49,SUP-TEC,447,2014-09-08,1
608,Avery 508,Office Supplies,Labels,4.91,3.44,SUP-OFF,419,2014-01-04,1
609,GBC Standard Plastic Binding Systems Combs,Office Supplies,Binders,8.85,6.19,SUP-OFF,367,2014-01-04,1
610,Xerox 196,Office Supplies,Paper,5.78,4.05,SUP-OFF,106,2016-08-27,1
611,"Fiskars 8"" Scissors, 2/Pack",Office Supplies,Supplies,17.24,12.07,SUP-OFF,147,2016-08-27,1
612,Belkin iPhone and iPad Lightning Cable,Technology,Phones,14.99,10.49,SUP-TEC,264,2016-03-20,1
613,GBC Durable Plastic Covers,Office Supplies,Binders,19.35,13.54,SUP-OFF,363,2017-10-02,1
614,Nu-Dell Leatherette Frames,Furniture,Furnishings,14.34,10.04,SUP-FUR,156,2017-10-02,1
615,Avery Durable Binders,Office Supplies,Binders,2.88,2.02,SUP-OFF,337,2017-10-02,1
616,Hewlett Packard 610 Color Digital Copier / Printer,Technology,Copiers,499.99,349.99,SUP-TEC,216,2016-04-07,1
617,Chromcraft Round Conference Tables,Furniture,Tables,174.29,122.0,SUP-FUR,231,2016-09-18,1
618,Avery 476,Office Supplies,Labels,4.13,2.89,SUP-OFF,457,2017-11-03,1
619,Brown Kraft Recycled Envelopes,Office Supplies,Envelopes,16.98,11.89,SUP-OFF,90,2014-01-13,1
620,Plantronics S12 Corded Telephone Headset System,Technology,Accessories,107.79,75.45,SUP-TEC,227,2014-01-13,1
621,3-ring staple pack,Office Supplies,Binders,1.88,1.32,SUP-OFF,276,2014-01-13,1
622,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Storage,95.43,66.8,SUP-OFF,385,2014-01-13,1
623,Electrix Halogen Magnifier Lamp,Furniture,Furnishings,194.3,136.01,SUP-FUR,181,2014-05-14,1
624,Hon 4070 Series Pagoda Round Back Stacking Chairs,Furniture,Chairs,320.98,224.69,SUP-FUR,406,2016-05-19,1
625,Cardinal EasyOpen D-Ring Binders,Office Supplies,Binders,9.14,6.4,SUP-OFF,365,2017-01-30,1
626,GBC Instant Report Kit,Office Supplies,Binders,6.47,4.53,SUP-OFF,76,2017-01-30,1
627,Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,Art,20.15,14.1,SUP-OFF,101,2017-01-30,1
628,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,Furnishings,4.94,3.46,SUP-FUR,261,2017-01-30,1
629,"Dixon My First Ticonderoga Pencil, #2",Office Supplies,Art,5.85,4.09,SUP-OFF,219,2014-06-29,1
630,Hon GuestStacker Chair,Furniture,Chairs,226.67,158.67,SUP-FUR,130,2015-08-21,1
631,Xerox 1927,Office Supplies,Paper,4.28,3.0,SUP-OFF,500,2015-08-21,1
632,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases,70.98,49.69,SUP-FUR,196,2015-10-03,1
633,Microsoft Natural Ergonomic Keyboard 4000,Technology,Accessories,29.99,20.99,SUP-TEC,380,2015-10-03,1
634,Cameo Buff Policy Envelopes,Office Supplies,Envelopes,62.23,43.56,SUP-OFF,80,2015-05-23,1
635,Heavy-Duty E-Z-D Binders,Office Supplies,Binders,10.91,7.64,SUP-OFF,343,2017-03-17,1
636,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,218.08,152.66,SUP-FUR,420,2015-12-12,1
637,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Office Supplies,Binders,5.38,3.77,SUP-OFF,433,2015-06-26,1
638,Office Star - Contemporary Task Swivel Chair,Furniture,Chairs,110.98,77.69,SUP-FUR,496,2015-06-26,1
639,Cisco Unified IP Phone 7945G VoIP phone,Technology,Phones,340.99,238.69,SUP-TEC,198,2016-05-20,1
640,Avery 499,Office Supplies,Labels,4.98,3.49,SUP-OFF,221,2014-09-20,1
641,Xerox 1887,Office Supplies,Paper,18.97,13.28,SUP-OFF,107,2015-12-24,1
642,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Office Supplies,Labels,3.08,2.16,SUP-OFF,284,2015-12-24,1
643,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings,22.23,15.56,SUP-FUR,201,2017-02-20,1
644,Belkin 7 Outlet SurgeMaster II,Office Supplies,Appliances,39.48,27.64,SUP-OFF,313,2016-08-18,1
645,Xerox 218,Office Supplies,Paper,6.48,4.54,SUP-OFF,392,2016-03-12,1
646,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,Furnishings,9.14,6.4,SUP-FUR,177,2017-04-22,1
647,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,Art,17.99,12.59,SUP-OFF,218,2014-11-01,1
648,ClearOne CHATAttach 160 - speaker phone,Technology,Phones,619.99,433.99,SUP-TEC,343,2014-11-01,1
649,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Technology,Accessories,49.99,34.99,SUP-TEC,234,2015-02-03,1
650,Newell 32,Office Supplies,Art,2.88,2.02,SUP-OFF,404,2014-10-13,1
651,Belkin F9G930V10-GRY 9 Outlet Surge,Office Supplies,Appliances,53.48,37.44,SUP-OFF,110,2014-10-13,1
652,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Technology,Accessories,199.99,139.99,SUP-TEC,410,2017-05-14,1
653,Xerox 1968,Office Supplies,Paper,6.68,4.68,SUP-OFF,163,2016-09-15,1
654,Self-Adhesive Ring Binder Labels,Office Supplies,Binders,3.52,2.46,SUP-OFF,360,2014-06-28,1
655,Global Leather Executive Chair,Furniture,Chairs,350.99,245.69,SUP-FUR,241,2014-06-28,1
656,GBC Recycled Grain Textured Covers,Office Supplies,Binders,34.54,24.18,SUP-OFF,262,2014-06-28,1
657,Xerox 1941,Office Supplies,Paper,104.85,73.39,SUP-OFF,409,2014-06-28,1
658,Razer Kraken PRO Over Ear PC and Music Headset,Technology,Accessories,79.99,55.99,SUP-TEC,331,2017-06-20,1
659,Kingston Digital DataTraveler 32GB USB 2.0,Technology,Accessories,16.95,11.86,SUP-TEC,436,2014-05-09,1
660,Advantus Plastic Paper Clips,Office Supplies,Fasteners,5.0,3.5,SUP-OFF,338,2017-08-21,1
661,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Supplies,9.31,6.52,SUP-OFF,330,2017-08-21,1
662,Security-Tint Envelopes,Office Supplies,Envelopes,7.64,5.35,SUP-OFF,308,2017-08-21,1
663,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,150.98,105.69,SUP-FUR,153,2017-06-16,1
664,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Office Supplies,Appliances,60.22,42.15,SUP-OFF,134,2017-06-16,1
665,Pyle PMP37LED,Technology,Phones,95.99,67.19,SUP-TEC,217,2017-06-16,1
666,Clarity 53712,Technology,Phones,65.99,46.19,SUP-TEC,487,2017-06-16,1
667,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,Art,22.01,15.41,SUP-OFF,316,2016-07-23,1
668,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,Appliances,14.81,10.37,SUP-OFF,155,2016-07-23,1
669,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology,Machines,530.95,371.67,SUP-TEC,417,2016-07-23,1
670,GBC ProClick Punch Binding System,Office Supplies,Binders,63.98,44.79,SUP-OFF,348,2014-09-08,1
671,"Adams Telephone Message Books, 5 1/4 x 11",Office Supplies,Paper,6.04,4.23,SUP-OFF,311,2017-11-04,1
672,Newell 335,Office Supplies,Art,2.88,2.02,SUP-OFF,180,2015-11-20,1
673,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,58.14,40.7,SUP-FUR,468,2015-11-20,1
674,Fellowes Binding Cases,Office Supplies,Binders,11.7,8.19,SUP-OFF,51,2016-11-07,1
675,Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,Binders,8.43,5.9,SUP-OFF,82,2016-11-07,1
676,Acme Preferred Stainless Steel Scissors,Office Supplies,Supplies,5.68,3.98,SUP-OFF,327,2016-11-07,1
677,Avery 486,Office Supplies,Labels,7.31,5.12,SUP-OFF,80,2016-11-07,1
