sale_id,line_n,product_id,quantity,unit_price,gross_amount,line_discount,net_amount
1428,1,16,6,4.24,25.44,0.0,25.44
1428,2,661,3,9.31,27.93,0.0,27.93
1429,1,609,5,8.85,44.25,35.4,8.85
1430,1,853,4,1.74,6.96,0.0,6.96
1431,1,635,2,10.91,21.82,4.36,17.46
1432,1,390,5,76.98,384.9,76.98,307.92
1433,1,454,3,2.21,6.63,0.0,6.63
1433,2,861,2,6.48,12.96,0.0,12.96
1433,3,731,5,6.48,32.4,0.0,32.4
1434,1,1447,5,4.77,23.85,0.0,23.85
1435,1,793,2,25.98,51.96,0.0,51.96
1435,2,953,3,5.98,17.94,0.0,17.94
1436,1,1448,2,5.78,11.56,0.0,11.56
1436,2,219,5,5.28,26.4,0.0,26.4
1436,3,1449,11,6.28,69.08,0.0,69.08
1436,4,180,3,11.96,35.88,0.0,35.88
1437,1,1069,5,9.93,49.65,0.0,49.65
1438,1,1328,4,299.99,1199.96,239.99,959.97
1439,1,285,2,291.73,583.46,175.04,408.42
1440,1,1328,2,299.99,599.98,120.0,479.98
1440,2,396,4,3.15,12.6,0.0,12.6
1441,1,780,7,26.38,184.66,0.0,184.66
1442,1,1216,5,5.78,28.9,5.78,23.12
1443,1,1071,7,6.69,46.83,9.37,37.46
1443,2,1190,3,256.98,770.94,231.28,539.66
1444,1,1450,2,155.06,310.12,0.0,310.12
1445,1,1451,2,4.28,8.56,0.0,8.56
1445,2,471,5,10.48,52.4,0.0,52.4
1445,3,1141,3,4.98,14.94,0.0,14.94
1446,1,1029,3,3.74,11.22,0.0,11.22
1447,1,644,4,120.98,483.92,96.78,387.14
1448,1,1452,5,8.28,41.4,0.0,41.4
1448,2,1453,4,8.75,35.0,0.0,35.0
1448,3,92,3,16.48,49.44,9.89,39.55
1449,1,1410,3,45.24,135.72,0.0,135.72
1449,2,1376,2,6.28,12.56,0.0,12.56
1449,3,985,4,65.99,263.96,0.0,263.96
1450,1,1454,1,7.44,7.44,1.49,5.95
1451,1,1433,5,3.95,19.75,3.95,15.8
1451,2,1105,2,8.98,17.96,3.59,14.37
1451,3,981,7,12.58,88.06,17.61,70.45
1452,1,558,2,64.65,129.3,0.0,129.3
1453,1,626,3,6.47,19.41,15.53,3.88
1454,1,830,1,6.08,6.08,0.0,6.08
1455,1,942,1,19.9,19.9,0.0,19.9
1455,2,1455,1,70.71,70.71,0.0,70.71
1456,1,1449,3,6.28,18.84,0.0,18.84
1457,1,827,3,2.88,8.64,0.0,8.64
1458,1,317,4,1360.99,5443.96,3810.77,1633.19
1459,1,628,4,4.94,19.76,0.0,19.76
1460,1,926,2,4.13,8.26,1.65,6.61
1460,2,249,2,4.55,9.1,1.82,7.28
1460,3,324,1,180.98,180.98,36.2,144.78
1461,1,967,1,195.99,195.99,39.2,156.79
1461,2,1401,3,179.99,539.97,107.99,431.98
1461,3,82,1,35.89,35.89,0.0,35.89
1461,4,675,7,8.43,59.01,11.8,47.21
1461,5,130,7,35.44,248.08,0.0,248.08
1461,6,68,5,37.94,189.7,0.0,189.7
1461,7,445,3,24.92,74.76,14.95,59.81
1462,1,1456,1,90.99,90.99,0.0,90.99
1462,2,636,7,218.08,1526.56,0.0,1526.56
1462,3,813,3,122.99,368.97,0.0,368.97
1463,1,299,9,33.89,305.01,0.0,305.01
1463,2,1457,1,18.7,18.7,0.0,18.7
1464,1,494,7,5.47,38.29,0.0,38.29
1465,1,1458,3,8.75,26.25,0.0,26.25
1465,2,1459,14,5.8,81.2,16.24,64.96
1465,3,756,5,8.74,43.7,0.0,43.7
1466,1,198,4,13.0,52.0,10.4,41.6
1466,2,1216,5,5.78,28.9,5.78,23.12
1466,3,1460,2,71.18,142.36,28.47,113.89
1466,4,1461,2,70.98,141.96,28.39,113.57
1466,5,501,2,4.95,9.9,1.98,7.92
1466,6,1462,2,419.99,839.98,168.0,671.98
1467,1,885,1,39.99,39.99,0.0,39.99
1468,1,475,3,70.98,212.94,21.29,191.65
1469,1,9,1,7.71,7.71,5.4,2.31
1470,1,800,4,6.23,24.92,4.98,19.94
1470,2,272,4,11.48,45.92,0.0,45.92
1471,1,988,3,6.78,20.34,0.0,20.34
1471,2,1124,8,4.91,39.28,0.0,39.28
1472,1,24,2,50.98,101.96,20.39,81.57
1472,2,164,2,60.74,121.48,24.3,97.18
1472,3,526,5,6.08,30.4,6.08,24.32
1472,4,1463,2,9.48,18.96,0.0,18.96
1473,1,1002,6,13.73,82.38,49.43,32.95
1473,2,1191,4,9.38,37.52,7.5,30.02
1474,1,78,3,208.16,624.48,124.9,499.58
1474,2,586,6,6.48,38.88,7.78,31.1
1474,3,556,8,5.53,44.24,30.97,13.27
1474,4,1382,2,17.67,35.34,7.07,28.27
1474,5,460,4,80.98,323.92,64.78,259.14
1475,1,871,5,2.16,10.8,0.0,10.8
1476,1,617,2,174.29,348.58,104.57,244.01
1476,2,1464,4,4.98,19.92,3.98,15.94
1477,1,1465,7,38.48,269.36,80.81,188.55
1478,1,1012,2,11.29,22.58,0.0,22.58
1479,1,1456,6,90.99,545.94,0.0,545.94
1480,1,1466,4,6.48,25.92,5.18,20.74
1480,2,1252,2,27.06,54.12,10.82,43.3
1481,1,1465,4,38.48,153.92,30.78,123.14
1481,2,654,4,3.52,14.08,2.82,11.26
1482,1,331,3,22.26,66.78,13.36,53.42
1482,2,1259,1,550.98,550.98,275.49,275.49
1483,1,1467,4,6.24,24.96,0.0,24.96
1483,2,365,2,9.68,19.36,0.0,19.36
1483,3,427,9,140.85,1267.65,0.0,1267.65
1484,1,1422,1,12.99,12.99,0.0,12.99
1484,2,1459,4,5.8,23.2,4.64,18.56
1484,3,436,5,89.83,449.15,0.0,449.15
1484,4,79,7,5.58,39.06,7.81,31.25
1485,1,565,3,20.48,61.44,0.0,61.44
1486,1,1189,4,223.98,895.92,0.0,895.92
1487,1,69,4,17.3,69.2,13.84,55.36
1488,1,5,5,13.98,69.9,13.98,55.92
1489,1,838,4,7.78,31.12,6.22,24.9
1489,2,1468,1,4.98,4.98,1.0,3.98
1489,3,247,4,29.99,119.96,23.99,95.97
1489,4,1469,3,229.99,689.97,482.98,206.99
1489,5,1110,2,27.76,55.52,11.1,44.42
1489,6,492,2,15.01,30.02,21.01,9.01
1490,1,1470,5,3.8,19.0,0.0,19.0
1491,1,1125,4,10.43,41.72,8.34,33.38
1492,1,1471,1,207.48,207.48,0.0,207.48
1493,1,998,3,30.56,91.68,0.0,91.68
1494,1,1108,5,180.98,904.9,0.0,904.9
1495,1,277,3,14.28,42.84,8.57,34.27
1496,1,1269,3,63.94,191.82,0.0,191.82
1497,1,1307,5,60.97,304.85,60.97,243.88
1498,1,386,5,8.02,40.1,28.07,12.03
1498,2,156,5,1699.99,8499.95,5949.97,2549.98
1498,3,380,2,35.99,71.98,50.39,21.59
1498,4,592,6,4.98,29.88,20.92,8.96
1498,5,511,4,6.48,25.92,5.18,20.74
1499,1,739,2,286.85,573.7,229.48,344.22
1500,1,419,8,113.64,909.12,181.82,727.3
1500,2,1156,3,18.84,56.52,33.91,22.61
1500,3,1201,7,119.0,833.0,166.6,666.4
1501,1,1472,3,1.68,5.04,0.0,5.04
1501,2,1031,3,30.98,92.94,0.0,92.94
1501,3,643,3,22.23,66.69,0.0,66.69
1501,4,711,5,22.92,114.6,22.92,91.68
1502,1,1276,2,240.98,481.96,154.23,327.73
1503,1,306,11,5.94,65.34,13.07,52.27
1503,2,458,3,5.98,17.94,0.0,17.94
1504,1,1061,3,105.98,317.94,63.59,254.35
1505,1,1473,2,5.18,10.36,2.07,8.29
1506,1,932,5,100.98,504.9,0.0,504.9
1507,1,1420,4,125.99,503.96,100.79,403.17
1508,1,1196,4,48.58,194.32,0.0,194.32
1508,2,1063,1,25.99,25.99,0.0,25.99
1509,1,1226,4,60.98,243.92,48.78,195.14
1510,1,1115,4,6.48,25.92,5.18,20.74
1511,1,1045,6,8.95,53.7,0.0,53.7
1511,2,1473,7,5.18,36.26,0.0,36.26
1511,3,1474,2,28.15,56.3,0.0,56.3
1511,4,499,5,6.48,32.4,0.0,32.4
1511,5,1475,2,14.58,29.16,0.0,29.16
1512,1,720,3,71.37,214.11,42.82,171.29
1513,1,1007,5,4.18,20.9,4.18,16.72
1514,1,861,2,6.48,12.96,0.0,12.96
1514,2,1476,2,11.09,22.18,0.0,22.18
1514,3,1477,8,320.98,2567.84,513.57,2054.27
1515,1,639,5,340.99,1704.95,681.98,1022.97
1516,1,1478,5,2.78,13.9,0.0,13.9
1516,2,814,1,26.38,26.38,0.0,26.38
1517,1,9,7,7.71,53.97,10.79,43.18
1518,1,122,2,205.9,411.8,0.0,411.8
1518,2,294,4,90.0,360.0,0.0,360.0
1519,1,1479,2,20.98,41.96,0.0,41.96
1519,2,1052,4,56.96,227.84,0.0,227.84
1519,3,1238,2,18.97,37.94,0.0,37.94
1520,1,1368,2,258.95,517.9,0.0,517.9
1520,2,447,2,2.64,5.28,0.0,5.28
1521,1,891,5,699.99,3499.95,699.99,2799.96
1522,1,1344,2,4.48,8.96,0.0,8.96
1522,2,1043,10,3.15,31.5,0.0,31.5
1522,3,678,2,15.28,30.56,0.0,30.56
1522,4,1480,2,15.23,30.46,6.09,24.37
1523,1,1234,3,49.99,149.97,29.99,119.98
1524,1,795,8,4.2,33.6,6.72,26.88
1525,1,1481,3,27.99,83.97,0.0,83.97
1525,2,1482,3,34.99,104.97,0.0,104.97
1526,1,76,8,11.35,90.8,0.0,90.8
1526,2,723,8,21.99,175.92,35.18,140.74
1526,3,1483,5,42.99,214.95,0.0,214.95
1526,4,1484,7,6.48,45.36,0.0,45.36
1526,5,1416,6,48.04,288.24,0.0,288.24
1527,1,1471,4,207.48,829.92,165.98,663.94
1528,1,1075,7,419.19,2934.33,0.0,2934.33
1528,2,1485,3,41.47,124.41,0.0,124.41
1528,3,685,5,11.55,57.75,0.0,57.75
1529,1,1278,2,57.23,114.46,0.0,114.46
1530,1,632,2,70.98,141.96,21.29,120.67
1531,1,385,3,142.86,428.58,85.72,342.86
1531,2,905,5,8.37,41.85,25.11,16.74
1531,3,484,2,700.98,1401.96,420.59,981.37
1532,1,182,8,3.98,31.84,0.0,31.84
1533,1,586,2,6.48,12.96,0.0,12.96
1533,2,832,3,17.99,53.97,10.79,43.18
1534,1,706,2,29.17,58.34,0.0,58.34
1534,2,1401,3,179.99,539.97,0.0,539.97
1535,1,186,1,4.91,4.91,0.98,3.93
1536,1,383,4,315.98,1263.92,1011.14,252.78
1536,2,658,2,79.99,159.98,32.0,127.98
1536,3,1468,2,4.98,9.96,5.98,3.98
1536,4,792,2,32.48,64.96,51.97,12.99
1537,1,1123,5,12.2,61.0,0.0,61.0
1537,2,1486,7,95.99,671.93,0.0,671.93
1538,1,670,7,63.98,447.86,0.0,447.86
1538,2,665,5,95.99,479.95,0.0,479.95
1538,3,1487,3,55.48,166.44,0.0,166.44
1539,1,559,4,9.9,39.6,7.92,31.68
1539,2,1146,2,6.48,12.96,2.59,10.37
1539,3,1015,8,1.88,15.04,3.01,12.03
1539,4,337,2,14.42,28.84,23.07,5.77
1540,1,323,4,10.35,41.4,8.28,33.12
1540,2,318,4,80.98,323.92,103.65,220.27
1541,1,1367,3,4.49,13.47,2.69,10.78
1541,2,714,3,100.98,302.94,60.59,242.35
1542,1,414,6,115.86,695.16,0.0,695.16
1542,2,1488,1,220.98,220.98,0.0,220.98
1543,1,1489,7,6.17,43.19,30.23,12.96
1544,1,1490,6,4.28,25.68,0.0,25.68
1545,1,523,4,4.91,19.64,3.93,15.71
1546,1,822,6,62.18,373.08,74.62,298.46
1547,1,1491,3,7.31,21.93,0.0,21.93
1547,2,872,3,80.98,242.94,0.0,242.94
1547,3,828,1,7.64,7.64,0.0,7.64
1547,4,549,8,6.48,51.84,0.0,51.84
1547,5,1245,1,265.17,265.17,0.0,265.17
1548,1,1492,3,349.0,1047.0,209.4,837.6
1548,2,114,5,27.18,135.9,0.0,135.9
1548,3,1216,6,5.78,34.68,0.0,34.68
1548,4,914,6,110.98,665.88,133.18,532.7
1548,5,23,5,8.62,43.1,0.0,43.1
1548,6,169,4,3.97,15.88,0.0,15.88
1549,1,300,5,280.98,1404.9,280.98,1123.92
1549,2,496,2,155.99,311.98,62.4,249.58
1549,3,1493,3,20.28,60.84,12.17,48.67
1549,4,109,2,37.98,75.96,15.19,60.77
1549,5,271,5,52.4,262.0,183.4,78.6
1549,6,1376,2,6.28,12.56,8.79,3.77
1549,7,487,2,647.89,1295.78,259.16,1036.62
1549,8,719,4,176.19,704.76,140.95,563.81
1550,1,884,2,215.44,430.88,172.35,258.53
1551,1,1494,4,12.28,49.12,0.0,49.12
1552,1,643,2,22.23,44.46,0.0,44.46
1552,2,292,2,150.98,301.96,60.39,241.57
1552,3,553,5,79.0,395.0,0.0,395.0
1552,4,35,4,195.99,783.96,156.79,627.17
1553,1,1495,2,6.64,13.28,0.0,13.28
1553,2,1086,3,5.28,15.84,3.17,12.67
1554,1,998,5,30.56,152.8,122.24,30.56
1554,2,572,3,32.48,97.44,19.49,77.95
1554,3,1496,1,84.99,84.99,17.0,67.99
1554,4,589,2,7.64,15.28,3.06,12.22
1554,5,1131,2,27.99,55.98,11.2,44.78
1554,6,286,3,19.04,57.12,34.27,22.85
1555,1,15,3,68.81,206.43,0.0,206.43
1556,1,116,2,525.98,1051.96,841.57,210.39
1557,1,247,5,29.99,149.95,29.99,119.96
1557,2,148,6,2.21,13.26,2.65,10.61
1558,1,475,7,70.98,496.86,149.06,347.8
1559,1,1497,4,300.98,1203.92,240.78,963.14
1559,2,688,3,36.99,110.97,22.19,88.78
1560,1,314,5,6.48,32.4,0.0,32.4
1561,1,491,5,6.48,32.4,0.0,32.4
1562,1,255,3,10.35,31.05,0.0,31.05
1563,1,696,6,421.95,2531.7,506.34,2025.36
1563,2,1498,2,2999.99,5999.98,4199.99,1799.99
1563,3,1496,2,84.99,169.98,67.99,101.99
1563,4,268,7,46.94,328.58,65.72,262.86
1564,1,1499,2,367.99,735.98,0.0,735.98
1565,1,969,3,38.76,116.28,23.26,93.02
1566,1,11,2,236.97,473.94,189.58,284.36
1566,2,198,2,13.0,26.0,0.0,26.0
1567,1,1037,5,16.91,84.55,16.91,67.64
1567,2,960,3,49.99,149.97,29.99,119.98
1568,1,1500,5,5.18,25.9,20.72,5.18
1569,1,838,2,7.78,15.56,0.0,15.56
1569,2,1359,5,15.67,78.35,0.0,78.35
1569,3,1501,3,19.84,59.52,0.0,59.52
1569,4,1451,9,4.28,38.52,0.0,38.52
1569,5,1502,2,149.99,299.98,60.0,239.98
1569,6,1409,3,6.45,19.35,0.0,19.35
1570,1,279,5,13.4,67.0,0.0,67.0
1571,1,1226,8,60.98,487.84,97.57,390.27
1571,2,458,13,5.98,77.74,15.55,62.19
1572,1,1407,6,3.98,23.88,0.0,23.88
1573,1,742,2,7.92,15.84,12.67,3.17
1573,2,663,5,150.98,754.9,226.47,528.43
1573,3,1261,3,5.58,16.74,3.35,13.39
1574,1,1503,7,25.98,181.86,0.0,181.86
1575,1,790,2,300.98,601.96,421.37,180.59
1575,2,1049,2,29.99,59.98,12.0,47.98
1576,1,946,2,9.38,18.76,0.0,18.76
1577,1,6,3,6.98,20.94,0.0,20.94
1577,2,139,2,29.34,58.68,0.0,58.68
1577,3,474,5,50.98,254.9,0.0,254.9
1578,1,545,2,4.82,9.64,0.0,9.64
1578,2,718,3,275.54,826.62,0.0,826.62
1578,3,246,9,181.46,1633.14,0.0,1633.14
1578,4,246,3,181.46,544.38,0.0,544.38
1579,1,1312,3,43.41,130.23,104.18,26.05
1579,2,1504,3,30.98,92.94,18.59,74.35
1580,1,858,7,9.99,69.93,0.0,69.93
1581,1,1172,1,3.75,3.75,0.0,3.75
1581,2,1505,4,6.54,26.16,5.23,20.93
1582,1,1506,3,5.28,15.84,3.17,12.67
1583,1,804,1,65.99,65.99,0.0,65.99
1584,1,249,7,4.55,31.85,25.48,6.37
1585,1,526,3,6.08,18.24,14.59,3.65
1585,2,261,6,6.48,38.88,7.78,31.1
1586,1,1507,3,7.78,23.34,0.0,23.34
1587,1,313,3,9.99,29.97,0.0,29.97
1588,1,1391,3,3.74,11.22,7.85,3.37
1589,1,1508,4,29.99,119.96,23.99,95.97
1590,1,1413,7,3.34,23.38,4.68,18.7
1591,1,1293,3,62.18,186.54,37.31,149.23
1591,2,1051,4,4.98,19.92,3.98,15.94
1592,1,540,8,93.99,751.92,150.38,601.54
1592,2,917,1,10.99,10.99,0.0,10.99
1592,3,64,2,19.94,39.88,0.0,39.88
1592,4,566,8,7.78,62.24,0.0,62.24
1592,5,883,5,10.64,53.2,0.0,53.2
1592,6,1509,8,4.98,39.84,0.0,39.84
1593,1,1510,5,69.99,349.95,0.0,349.95
1593,2,67,9,52.49,472.41,94.48,377.93
1594,1,408,3,5.58,16.74,3.35,13.39
1594,2,386,7,8.02,56.14,44.91,11.23
1595,1,552,11,18.84,207.24,0.0,207.24
1596,1,869,1,1.88,1.88,0.38,1.5
1596,2,1113,2,21.78,43.56,8.71,34.85
1597,1,50,6,12.53,75.18,0.0,75.18
1598,1,1234,3,49.99,149.97,0.0,149.97
1599,1,761,3,387.99,1163.97,232.79,931.18
1599,2,884,2,215.44,430.88,0.0,430.88
1600,1,1238,5,18.97,94.85,0.0,94.85
1600,2,119,4,12.78,51.12,0.0,51.12
1600,3,294,1,90.0,90.0,0.0,90.0
1601,1,1018,2,5.88,11.76,2.35,9.41
1601,2,849,2,2.92,5.84,1.17,4.67
1601,3,257,2,199.0,398.0,79.6,318.4
1601,4,1511,6,2.66,15.96,3.19,12.77
1601,5,1512,2,9.6,19.2,3.84,15.36
1601,6,665,3,95.99,287.97,57.59,230.38
1601,7,1045,1,8.95,8.95,1.79,7.16
1602,1,459,1,375.34,375.34,0.0,375.34
1603,1,936,5,22.98,114.9,0.0,114.9
1604,1,1312,3,43.41,130.23,104.18,26.05
1604,2,498,1,14.48,14.48,11.58,2.9
1604,3,1513,2,20.34,40.68,8.14,32.54
1605,1,592,1,4.98,4.98,1.0,3.98
1606,1,258,1,259.71,259.71,77.91,181.8
1607,1,356,3,14.98,44.94,0.0,44.94
1607,2,413,3,18.99,56.97,11.39,45.58
1608,1,1210,5,90.98,454.9,136.47,318.43
1608,2,1514,7,21.95,153.65,30.73,122.92
1608,3,326,3,5.89,17.67,10.6,7.07
1609,1,1012,5,11.29,56.45,0.0,56.45
1610,1,1473,13,5.18,67.34,53.87,13.47
1611,1,1515,5,54.95,274.75,54.95,219.8
1611,2,292,3,150.98,452.94,135.88,317.06
1612,1,961,3,16.36,49.08,0.0,49.08
1612,2,392,5,64.98,324.9,0.0,324.9
1612,3,1516,3,6.08,18.24,0.0,18.24
1613,1,1460,2,71.18,142.36,28.47,113.89
1613,2,666,2,65.99,131.98,26.4,105.58
1614,1,1054,7,3.55,24.85,0.0,24.85
1615,1,1002,3,25.13,75.39,15.08,60.31
1616,1,426,3,2.94,8.82,1.76,7.06
1616,2,1260,2,16.99,33.98,6.8,27.18
1617,1,234,1,134.98,134.98,27.0,107.98
1617,2,1233,3,8.04,24.12,4.82,19.3
1618,1,746,2,2.88,5.76,1.15,4.61
1619,1,973,3,44.43,133.29,53.32,79.97
1619,2,697,2,4.91,9.82,6.87,2.95
1620,1,461,2,7.84,15.68,12.54,3.14
1621,1,1517,4,6.48,25.92,5.18,20.74
1622,1,960,2,49.99,99.98,0.0,99.98
1622,2,657,7,104.85,733.95,0.0,733.95
1622,3,1430,3,80.48,241.44,0.0,241.44
1623,1,1043,4,3.15,12.6,2.52,10.08
1624,1,719,2,176.19,352.38,70.48,281.9
1624,2,557,3,83.93,251.79,50.36,201.43
1625,1,705,2,67.99,135.98,0.0,135.98
1625,2,1518,1,44.95,44.95,0.0,44.95
1626,1,1426,3,0.99,2.97,0.0,2.97
1626,2,53,3,2.18,6.54,0.0,6.54
1627,1,1426,8,0.99,7.92,0.0,7.92
1628,1,24,5,50.98,254.9,50.98,203.92
1629,1,891,6,699.99,4199.94,839.99,3359.95
1630,1,830,3,6.08,18.24,0.0,18.24
1630,2,183,6,4.63,27.78,0.0,27.78
1631,1,347,7,3.28,22.96,0.0,22.96
1631,2,1130,1,28.99,28.99,0.0,28.99
1631,3,220,2,6.48,12.96,0.0,12.96
1631,4,1211,7,3.28,22.96,0.0,22.96
1631,5,466,5,832.81,4164.05,0.0,4164.05
1632,1,1017,2,29.99,59.98,12.0,47.98
1632,2,875,1,5.78,5.78,1.16,4.62
1633,1,535,3,5.08,15.24,0.0,15.24
1634,1,472,7,30.44,213.08,149.16,63.92
1635,1,837,2,3.28,6.56,0.0,6.56
1635,2,1519,3,4.37,13.11,0.0,13.11
1636,1,639,3,205.99,617.97,123.59,494.38
1636,2,348,5,7.3,36.5,7.3,29.2
1636,3,101,5,49.77,248.85,0.0,248.85
1636,4,1520,1,36.24,36.24,0.0,36.24
1637,1,513,2,5.84,11.68,0.0,11.68
1638,1,169,3,3.97,11.91,0.0,11.91
1638,2,853,2,1.74,3.48,0.0,3.48
1639,1,613,8,19.35,154.8,123.84,30.96
1640,1,1521,11,154.99,1704.89,0.0,1704.89
1641,1,625,7,9.14,63.98,44.79,19.19
1641,2,514,4,38.06,152.24,30.45,121.79
1642,1,1151,3,799.99,2399.97,479.99,1919.98
1643,1,14,1,169.99,169.99,118.99,51.0
1643,2,83,1,95.99,95.99,19.2,76.79
1643,3,1522,6,149.99,899.94,359.98,539.96
1643,4,1002,3,25.13,75.39,15.08,60.31
1643,5,871,3,2.16,6.48,4.54,1.94
1644,1,898,3,5.41,16.23,3.25,12.98
1644,2,1237,2,135.99,271.98,54.4,217.58
1644,3,820,3,136.99,410.97,82.19,328.78
1644,4,316,3,3.81,11.43,9.14,2.29
1644,5,247,2,29.99,59.98,12.0,47.98
1645,1,1086,6,5.28,31.68,6.34,25.34
1646,1,921,5,58.1,290.5,58.1,232.4
1647,1,894,7,12.35,86.45,0.0,86.45
1648,1,292,5,150.98,754.9,150.98,603.92
1648,2,1128,2,40.99,81.98,0.0,81.98
1649,1,292,2,150.98,301.96,30.2,271.76
1649,2,1121,3,5.99,17.97,3.59,14.38
1650,1,1305,5,170.98,854.9,512.94,341.96
1651,1,627,9,20.15,181.35,0.0,181.35
1651,2,1187,3,2.88,8.64,0.0,8.64
1652,1,1038,7,7.77,54.39,10.88,43.51
1652,2,158,3,276.2,828.6,165.72,662.88
1652,3,1077,5,6.48,32.4,6.48,25.92
1653,1,10,3,22.98,68.94,0.0,68.94
1653,2,593,3,42.94,128.82,0.0,128.82
1654,1,1177,5,896.99,4484.95,3587.96,896.99
1654,2,1489,1,6.17,6.17,4.94,1.23
1654,3,1474,3,28.15,84.45,16.89,67.56
1654,4,363,5,5.43,27.15,5.43,21.72
1654,5,1523,8,40.99,327.92,65.58,262.34
1654,6,919,2,92.8,185.6,37.12,148.48
1654,7,1162,3,100.49,301.47,60.29,241.18
1655,1,1524,3,94.99,284.97,56.99,227.98
1655,2,1514,3,21.95,65.85,13.17,52.68
1655,3,1525,1,5.08,5.08,3.05,2.03
1656,1,787,4,4.28,17.12,0.0,17.12
1656,2,525,4,134.99,539.96,107.99,431.97
1656,3,1526,4,32.48,129.92,0.0,129.92
1656,4,11,3,236.97,710.91,142.18,568.73
1656,5,1527,9,16.27,146.43,29.29,117.14
1656,6,1528,3,67.84,203.52,0.0,203.52
1656,7,323,5,10.35,51.75,0.0,51.75
1657,1,1128,3,40.99,122.97,0.0,122.97
1657,2,1111,1,349.45,349.45,104.83,244.62
1657,3,223,3,19.99,59.97,0.0,59.97
1657,4,188,9,9.06,81.54,0.0,81.54
1657,5,849,4,2.92,11.68,0.0,11.68
1657,6,1459,5,5.8,29.0,0.0,29.0
1658,1,401,5,10.16,50.8,0.0,50.8
1659,1,28,5,16.03,80.15,64.12,16.03
1660,1,697,4,4.91,19.64,3.93,15.71
1661,1,1049,3,29.99,89.97,0.0,89.97
1662,1,1529,3,170.98,512.94,76.94,436.0
1662,2,67,2,52.49,104.98,21.0,83.98
1663,1,1150,2,179.99,359.98,0.0,359.98
1663,2,1530,1,100.8,100.8,30.24,70.56
1663,3,865,2,10.44,20.88,0.0,20.88
1663,4,316,1,3.81,3.81,0.0,3.81
1664,1,886,9,10.14,91.26,18.25,73.01
1665,1,386,2,8.02,16.04,12.83,3.21
1665,2,961,2,16.36,32.72,6.54,26.18
1666,1,230,4,7.61,30.44,0.0,30.44
1666,2,1531,3,11.76,35.28,0.0,35.28
1667,1,499,3,6.48,19.44,0.0,19.44
1667,2,93,2,18.94,37.88,0.0,37.88
1668,1,741,3,7.96,23.88,14.33,9.55
1669,1,1107,2,170.98,341.96,51.29,290.67
1670,1,935,2,6.48,12.96,2.59,10.37
1670,2,1358,3,5.98,17.94,3.59,14.35
1671,1,1532,2,70.98,141.96,0.0,141.96
1671,2,341,4,20.64,82.56,16.51,66.05
1672,1,218,5,257.49,1287.45,0.0,1287.45
1673,1,974,6,5.38,32.28,6.46,25.82
1673,2,1430,2,80.48,160.96,0.0,160.96
1674,1,1463,3,9.48,28.44,0.0,28.44
1674,2,395,5,80.98,404.9,40.49,364.41
1674,3,434,4,9.99,39.96,0.0,39.96
1674,4,229,2,200.98,401.96,40.2,361.76
1675,1,1019,9,15.51,139.59,27.92,111.67
1676,1,1427,6,11.48,68.88,55.1,13.78
1676,2,1533,3,4.28,12.84,2.57,10.27
1677,1,1534,9,3.34,30.06,6.01,24.05
1678,1,136,1,3.62,3.62,0.72,2.9
1679,1,1304,3,5.98,17.94,0.0,17.94
1679,2,1535,7,60.98,426.86,42.69,384.17
1679,3,908,5,359.95,1799.75,0.0,1799.75
1680,1,246,4,181.46,725.84,145.17,580.67
1680,2,551,3,7.89,23.67,4.73,18.94
1680,3,873,2,138.99,277.98,55.6,222.38
1680,4,913,6,28.03,168.18,117.73,50.45
1680,5,978,3,85.98,257.94,103.18,154.76
1681,1,1434,2,4.28,8.56,1.71,6.85
1682,1,639,4,340.99,1363.96,272.79,1091.17
1682,2,1076,2,136.98,273.96,54.79,219.17
1683,1,1003,1,34.64,34.64,27.71,6.93
1684,1,1306,6,8.34,50.04,10.01,40.03
1685,1,1440,4,110.98,443.92,0.0,443.92
1685,2,14,1,169.99,169.99,0.0,169.99
1685,3,491,4,6.48,25.92,0.0,25.92
1686,1,688,1,36.99,36.99,0.0,36.99
1686,2,1079,6,104.85,629.1,0.0,629.1
1686,3,558,3,64.65,193.95,0.0,193.95
1686,4,7,3,1.82,5.46,0.0,5.46
1687,1,741,7,7.96,55.72,33.43,22.29
1688,1,1536,4,40.89,163.56,98.14,65.42
1689,1,42,2,38.94,77.88,0.0,77.88
1690,1,229,2,200.98,401.96,120.59,281.37
1690,2,229,2,200.98,401.96,120.59,281.37
1690,3,745,8,3.12,24.96,17.47,7.49
1690,4,771,4,6.98,27.92,5.58,22.34
1691,1,499,2,6.48,12.96,2.59,10.37
1692,1,1491,9,7.31,65.79,0.0,65.79
1692,2,14,2,169.99,339.98,68.0,271.98
1692,3,135,4,2.94,11.76,0.0,11.76
1692,4,1414,2,38.76,77.52,0.0,77.52
1692,5,1000,2,30.4,60.8,12.16,48.64
1693,1,1089,1,1.81,1.81,0.0,1.81
1693,2,926,2,4.13,8.26,0.0,8.26
1694,1,931,5,10.89,54.45,10.89,43.56
1694,2,504,2,3.65,7.3,1.46,5.84
1695,1,663,2,150.98,301.96,30.2,271.76
1696,1,165,2,131.12,262.24,0.0,262.24
1696,2,1275,8,22.84,182.72,0.0,182.72
1696,3,1203,7,18.8,131.6,0.0,131.6
1696,4,21,4,7.1,28.4,5.68,22.72
1696,5,1492,2,349.0,698.0,139.6,558.4
1697,1,32,4,3.81,15.24,0.0,15.24
